一级分类,二级分类,节点ID,课程编号,课件名称,授课人,职务,课时(分),格式,课程简介,制作时间,API文档ID,API文件名,API分类
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I2117035_1704","推动全面从严治党向纵深发展——十八届中央纪委七次全会精神专题辅导（上）","刘春","",68,"精品三分屏","本课程是《推动全面从严治党向纵深发展——十八届中央纪委七次全会精神专题辅导》系列课程的上半部分，由中央党校研究生院副院长刘春教授主讲，主要内容有：党的十八大以来全面从严治党的重大举措；全面从严治党取得",2017.3,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I2217035_1704","推动全面从严治党向纵深发展——十八届中央纪委七次全会精神专题辅导（下）","刘春","",51,"精品三分屏","本课程是《推动全面从严治党向纵深发展——十八届中央纪委七次全会精神专题辅导》系列课程的下半部分，由中央党校研究生院副院长刘春教授主讲，主要内容有：习近平总书记在十八届中央纪委七次全会上重要讲话的主要精",2017.3,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I2417035_1704","健全不当用权问责机制","李军鹏","",64,"精品三分屏","本课程由国家行政学院教授、博士生导师李军鹏主讲，主要内容有：一、不当用权的表现及其危害；二、不当用权问责机制的基本内容；三、如何健全不当用权问责机制。",2017.3,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07Q2717015_1705","学习十八届六中全会精神，全面推进从严治党（上）","张志明","",42,"精品三分屏","本课程是《学习十八届六中全会精神，全面推进从严治党》系列课程的上半部分，由中央党校党建部副主任张志明教授主讲，主要内容有：十八届六中全会主题：全面从严治党；十八届六中全会为什么没有作出《中共中央关于全",2017.1,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07Q2817015_1705","学习十八届六中全会精神，全面推进从严治党（下）","张志明","",58,"精品三分屏","本课程是《学习十八届六中全会精神，全面推进从严治党》系列课程的下半部分，由中央党校党建部副主任张志明教授主讲，主要内容有：《关于新形势下党内政治生活的若干准则》内容解读；《中国共产党党内监督条例》内容",2017.1,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07N1318015_1801","全面从严治党不平凡的五年","秦彪生","",60,"精品三分屏","本课程由北京体育大学马克思主义学院副教授秦彪生主讲，主要内容有：一、十八大以来的五年：全面从严治党成效显著；二、全面从严治党的四个实践维度。",2018.1,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07A2318085_1809","十九大视域中的全面从严治党及其思考","曹鹏飞","",27,"精品三分屏","本课程由中共中央党校党建部教授曹鹏飞主讲，主要内容有：一、伟大梦想需要中国共产党继续优化政治配置；二、坚持问题导向，优化全面从严治党质量和实效；三、新时代党员领导干部增强本领的重点。",2018.8,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I1918115_1812","当前全面从严治党的重点任务","戴焰军","",39,"精品三分屏","课程由中央党校（国家行政学院）教授、博士生导师戴焰军主讲，主要内容包括：一、加强政治建设和理论建设；二、抓好组织建设两个重点；三、持之以恒正风肃纪；四、反腐败斗争、健全党和国家监督体系；五、全面增强执",2018.11,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07I2018115_1812","坚持全面从严治党的意义","戴焰军","",13,"精品三分屏","本课程由中央党校（国家行政学院）教授、博士生导师戴焰军主讲，主要内容包括：一、坚持全面从严治党是加强党的领导的内在要求；二、坚持全面从严治党是实现党的自我革命、保持党的先进性和纯洁性的要求；三、坚持全",2018.11,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","GC07N2118115_1812","坚定不移全面从严治党，不断提高党的执政能力和领导水平","李良栋","",52,"精品三分屏","本课程由中央党校（国家行政学院）政法教研部教授李良栋主讲，主要内容包括：一、党的十九大关于全面从严治党的理论阐述和实践部署；二、全面从严治党的客观要求。",2018.11,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","HGC07I0920035_2004","学习政党理论，推进全面从严治党（上）","石国亮","",26,"精品三分屏","本课程是《学习政党理论，推进全面从严治党》系列课程的上半部分，由首都师范大学马克思主义学院教授、博士生导师石国亮主讲，主要内容有：一、马克思主义政党建设思想是全面从严治党战略思想的理论基础；二、全面从",2020.3,"7bc60b53-f9a5-5f65-aed3-f5d385f7dacb","学习政党理论，推进全面从严治党（上）","政治理论"
"二十大精神学习","全面从严治党","comprehensive-strict-governance","HGC07I1020035_2004","学习政党理论，推进全面从严治党（下）","石国亮","",26,"精品三分屏","本课程是《学习政党理论，推进全面从严治党》系列课程的下半部分，由首都师范大学马克思主义学院教授、博士生导师石国亮主讲，主要内容有：二、全面从严治党实现了对马克思主义政党建设思想的重大创新；三、推动全面",2020.3,"93f61f01-3efa-53bd-8173-71e85dca526d","学习政党理论，推进全面从严治党（下）","政治理论"
"二十大精神学习","全面从严治党","comprehensive-strict-governance","HGC07I0720105_2011","严明纪律，维护制度（上）","李双套","",33,"精品三分屏","本课程是《严明纪律，维护制度》系列课程的上半部分，由中共中央党校（国家行政学院）马克思主义学院副教授李双套主讲，主要内容有：一、制度的执行离不开纪律的约束；二、完善全覆盖的制度执行监督机制。",2020.10,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","HGC07I0820105_2011","严明纪律，维护制度（下）","李双套","",24,"精品三分屏","本课程是《严明纪律，维护制度》系列课程的下半部分，由中共中央党校（国家行政学院）马克思主义学院副教授李双套主讲，主要内容有：三、要把制度执行情况纳入考核内容；四、要以有效问责强化制度执行；五、维护制度",2020.10,"","",""
"二十大精神学习","全面从严治党","comprehensive-strict-governance","HGC07I0720115_2012","强化政治监督，保障制度执行（上）","郇雷","",28,"精品三分屏","本课程是《强化政治监督，保障制度执行》系列课程的上半部分，由中共中央党校（国家行政学院）科学社会主义教研部讲师郇雷主讲，围绕“强化政治监督的基本背景与重大意义”这一话题，重点阐述了以下内容：为什么要把",2020.11,"c4c73709-7754-5343-9978-6dd2f108309c","强化政治监督，保障制度执行（上）","国家治理"
"二十大精神学习","全面从严治党","comprehensive-strict-governance","HGC07I0820115_2012","强化政治监督，保障制度执行（下）","郇雷","",29,"精品三分屏","本课程是《强化政治监督，保障制度执行》系列课程的下半部分，由中共中央党校（国家行政学院）科学社会主义教研部讲师郇雷主讲，主要内容有：强化政治监督的明确要求和重要举措；强化政治监督的政治保证与贯彻实施。",2020.11,"648bb7ef-70f1-57ea-a88c-beb576e3a5a3","强化政治监督，保障制度执行（下）","国家治理"
"二十大精神学习","全面从严治党","comprehensive-strict-governance","HGC07I1122015_2202","全面从严治党是以党的自我革命跳出历史周期率的成功路径（上）","刘春","",34,"精品三分屏","本课程是《全面从严治党是以党的自我革命跳出历史周期率的成功路径》系列课程的上半部分，由中央党校（国家行政学院）原研究生院副院长、教授、博导刘春主讲，主要内容有：一、十九届中央纪委第六次全体会议的召开；",2022.1,"","",""
