一级分类,二级分类,节点ID,课程编号,课件名称,授课人,职务,课时(分),格式,课程简介,制作时间,API文档ID,API文件名,API分类
"基层党务工作","群众工作方法","mass-work","NGC75I3220015_2002","食品安全与百姓健康（二）","张守文","",33,"专家讲授精制视频","本课程是《食品安全与百姓健康》系列课程的第二部分，由黑龙江省政府食品安全办公室原常务副主任、哈尔滨商业大学原常务副校长张守文教授主讲，重点对预包装食品；食品添加剂等内容进行了讲解。",2020.1,"","",""
"基层党务工作","群众工作方法","mass-work","NGC75I3320015_2002","食品安全与百姓健康（三）","张守文","",42,"专家讲授精制视频","本课程是《食品安全与百姓健康》系列课程的第三部分，由黑龙江省政府食品安全办公室原常务副主任、哈尔滨商业大学原常务副校长张守文教授主讲，重点对普通食品；特殊食品；保健食品等内容进行了讲解。",2020.1,"","",""
"基层党务工作","群众工作方法","mass-work","NGC75I3420015_2002","食品安全与百姓健康（四）","张守文","",36,"专家讲授精制视频","本课程是《食品安全与百姓健康》系列课程的第四部分，由黑龙江省政府食品安全办公室原常务副主任、哈尔滨商业大学原常务副校长张守文教授主讲，重点对保健食品；《食品安全法》鼓励、奖励群众举报等内容进行了讲解。",2020.1,"","",""
"基层党务工作","群众工作方法","mass-work","GC78I3220035_2004","强信心、暖人心、聚民心——切实做好战“疫”中的宣教和舆论工作（上）","胡敏","",26,"精品三分屏","本课程是《强信心、暖人心、聚民心——切实做好战“疫”中的宣教和舆论工作》系列课程的上半部分，由中央党校（国家行政学院）研究员、报刊社副社长胡敏主讲，主要内容有：一、要深入学习领会总书记关于宣传教育和舆",2020.3,"941bdb09-f03a-5b4b-ba57-12afa9923f8d","强信心、暖人心、聚民心——切实做好战“疫”中的宣教和舆论工作（上）","国家治理"
"基层党务工作","群众工作方法","mass-work","GC78I3320035_2004","强信心、暖人心、聚民心——切实做好战“疫”中的宣教和舆论工作（下）","胡敏","",28,"精品三分屏","本课程是《强信心、暖人心、聚民心——切实做好战“疫”中的宣教和舆论工作》系列课程的下半部分，由中央党校（国家行政学院）研究员、报刊社副社长胡敏主讲，围绕“坚定信心、振奋精神、凝聚力量，坚决做好宣传教育",2020.3,"1986b601-399f-58f8-89b1-c8d03236dcfe","强信心、暖人心、聚民心——切实做好战“疫”中的宣教和舆论工作（下）","国家治理"
"基层党务工作","群众工作方法","mass-work","NGC80T2720095_2009","《实践论》与《矛盾论》写作始末","张艺龄","",17,"专家讲授精制视频","本课程讲述毛泽东写作《实践论》与《矛盾论》的背景、目的、过程和影响。在中央红军第五次反围剿失败后，毛泽东总结经验教训，深刻认识到必须从哲学高度解决红军面临的思想问题。他刻苦钻研哲学著作，注重将马克思主",2020.9,"","",""
"基层党务工作","群众工作方法","mass-work","NGC80T3021015_2102","《黄河大合唱》：一部中华民族的音乐史诗","吴珊珊","",19,"专家讲授精制视频","本课讲述《黄河大合唱》的诞生过程。1939年1月，光未然在晋西游击区不慎坠马受伤住院，在这期间他与前来探视的洗星海谈起大西北雄奇的山川、游击健儿们英勇的身姿，尤其是两次乘船在壶口渡过黄河时体验到的深深",2021.02,"","",""
"基层党务工作","群众工作方法","mass-work","NGC80T1922015_2202","身临延安革命旧址 坚持和践行群众路线","惠小峰","",24,"融课","本课程由延安大学教授惠小峰主讲，群众路线是毛泽东思想活的灵魂，是延安精神的重要内容。本课从四个方面来讲述延安时期中国共产党坚持群众路线的光辉实践。一、一切依靠群众，坚信人民是推动历史发展的根本动力；二",2022.1,"","",""
"基层党务工作","群众工作方法","mass-work","NGC80I3524115_2411","中国共产党推进马克思主义基本原理同中华优秀传统文化相结合的百年成就","王峰","",36,"专家讲授精制视频","马克思主义是党和国家的指导思想，中华优秀传统文化是中华民族的精神命脉。坚持把马克思主义基本原理同中华优秀传统文化相结合是丰富和发展马克思主义的内在要求，也是激活中华文化基因的必然要求。坚持把马克思主义",2024.11,"","",""
"基层党务工作","群众工作方法","mass-work","NGC80I3624115_2411","中国共产党推进马克思主义基本原理同中华优秀传统文化相结合的历史经验","王峰","",19,"专家讲授精制视频","马克思主义基本原理贯穿着马克思主义的立场、观点、方法。中国共产党的历史，就是中国共产党人运用马克思主义基本原理解决中华民族复兴之路上的各种困难、实现中华民族伟大复兴的历史。马克思主义基本原理为实现中华",2024.11,"","",""
"基层党务工作","群众工作方法","mass-work","HGC81I3520075_2008","保基本民生：新挑战与新思路（上）","王道勇","",33,"精品三分屏","本课程是《保基本民生：新挑战与新思路》系列课程的上半部分，由中共中央党校（国家行政学院）社会和生态文明教研部教授王道勇主讲，主要内容有：一、当前我国民生工作面临的主要挑战；二、2020年全国“两会”的",2020.7,"","",""
"基层党务工作","群众工作方法","mass-work","HGC81I3620075_2008","保基本民生：新挑战与新思路（下）","王道勇","",40,"精品三分屏","本课程是《保基本民生：新挑战与新思路》系列课程的下半部分，由中共中央党校（国家行政学院）社会和生态文明教研部教授王道勇主讲，主要内容有：二、2020年全国“两会”的基本民生议题；三、基本民生保障新政策",2020.7,"","",""
"基层党务工作","群众工作方法","mass-work","NGC84I1321035_2104","学好社会主义发展史——人间正道：沿着中国特色社会主义道路走向民族复兴（上）","任晶晶","",43,"专家讲授精制视频","本课程是《学好社会主义发展史——人间正道：沿着中国特色社会主义道路走向民族复兴》系列课程的第一部分，由中国社会科学院当代中国研究所研究员任晶晶博士主讲，主要对“党的十八大以来坚持和发展中国特色社会主义",2021.3,"","",""
"基层党务工作","群众工作方法","mass-work","NGC84I1421035_2104","学好社会主义发展史——人间正道：沿着中国特色社会主义道路走向民族复兴（中）","任晶晶","",21,"专家讲授精制视频","本课程是《学好社会主义发展史——人间正道：沿着中国特色社会主义道路走向民族复兴》系列课程的第二部分，由中国社会科学院当代中国研究所研究员任晶晶博士主讲，主要对“党的十八大以来坚持和发展中国特色社会主义",2021.3,"","",""
"基层党务工作","群众工作方法","mass-work","NGC84I1521035_2104","学好社会主义发展史——人间正道：沿着中国特色社会主义道路走向民族复兴（下）","任晶晶","",33,"专家讲授精制视频","本课程是《学好社会主义发展史——人间正道：沿着中国特色社会主义道路走向民族复兴》系列课程的第三部分，由中国社会科学院当代中国研究所研究员任晶晶博士主讲，主要对“中国特色社会主义进入新时代的重大意义和基",2021.3,"","",""
"基层党务工作","群众工作方法","mass-work","HGC72I3720115_2012","在文化多样化需求满足中增强人民的精神力量（上）","范志刚","",37,"精品三分屏","本课程是《在文化多样化需求满足中增强人民的精神力量》系列课程的上半部分，由中共中央党校（国家行政学院）文史部教授、博士生导师范志刚主讲，主要对“十四五”规划《建议》的时代背景进行了说明，具体内容包括：",2020.11,"","",""
"基层党务工作","群众工作方法","mass-work","HGC72I3820115_2012","在文化多样化需求满足中增强人民的精神力量（中）","范志刚","",31,"精品三分屏","本课程是《在文化多样化需求满足中增强人民的精神力量》系列课程的中部分，由中共中央党校（国家行政学院）文史部教授、博士生导师范志刚主讲，主要内容有：二、十九届五中全会精神的核心要义；三、文化建设被提升到",2020.11,"","",""
"基层党务工作","群众工作方法","mass-work","HGC72I3920115_2012","在文化多样化需求满足中增强人民的精神力量（下）","范志刚","",38,"精品三分屏","本课程是《在文化多样化需求满足中增强人民的精神力量》系列课程的下半部分，由中共中央党校（国家行政学院）文史部教授、博士生导师范志刚主讲，主要内容有：三、文化建设被提升到党和国家工作全局的突出地位；四、",2020.11,"","",""
"基层党务工作","群众工作方法","mass-work","NGC85A2021041_2105","实施积极应对人口老龄化国家战略，健全基本养老服务体系（上）","杜鹏","",33,"专家讲授精制视频","本课程是《实施积极应对人口老龄化国家战略，健全基本养老服务体系》系列课程的上半部分，由中国人民大学副校长、老年学研究所所长杜鹏主讲，主要内容有：一、中国人口老龄化趋势；二、积极应对人口老龄化的政策发展",2021.4,"","",""
"基层党务工作","群众工作方法","mass-work","NGC85A2121041_2105","实施积极应对人口老龄化国家战略，健全基本养老服务体系（中）","杜鹏","",34,"专家讲授精制视频","本课程是《实施积极应对人口老龄化国家战略，健全基本养老服务体系》系列课程的中部分，由中国人民大学副校长、老年学研究所所长杜鹏主讲，重点对积极应对人口老龄化的政策发展这一话题进行了论述。",2021.4,"","",""
"基层党务工作","群众工作方法","mass-work","NGC85A2221041_2105","实施积极应对人口老龄化国家战略，健全基本养老服务体系（下）","杜鹏","",31,"专家讲授精制视频","本课程是《实施积极应对人口老龄化国家战略，健全基本养老服务体系》系列课程的下部分，由中国人民大学副校长、老年学研究所所长杜鹏主讲，主要内容有：养老服务体系建设、养老服务体系的发展方向。",2021.4,"","",""
"基层党务工作","群众工作方法","mass-work","NGC85A2321041_2105","意识形态工作如何凝民心聚共识——习近平总书记关于意识形态工作重要讲话精神解读（上）","刘春","",43,"专家讲授精制视频","本课程是《意识形态工作如何凝民心聚共识——习近平总书记关于意识形态工作重要讲话精神解读》系列课程的上半部分，由中央党校研究生院原副院长、教授刘春主讲，主要对新时代高度重视意识形态工作的迫切性重要性这一",2021.4,"1734140c-2054-541d-9218-9f3e6468e288","意识形态工作如何凝民心聚共识——习近平总书记关于意识形态工作重要讲话精神解读（上）","政治理论"
"基层党务工作","群众工作方法","mass-work","NGC85A2421041_2105","意识形态工作如何凝民心聚共识——习近平总书记关于意识形态工作重要讲话精神解读（中）","刘春","",38,"专家讲授精制视频","本课程是《意识形态工作如何凝民心聚共识——习近平总书记关于意识形态工作重要讲话精神解读》系列课程的中部分，由中央党校研究生院原副院长、教授刘春主讲，主要内容有：新时代高度重视意识形态工作的迫切性重要性",2021.4,"ef3e7892-a7c9-59fe-834b-13bd02edb4cb","意识形态工作如何凝民心聚共识——习近平总书记关于意识形态工作重要讲话精神解读（中）","政治理论"
"基层党务工作","群众工作方法","mass-work","NGC85A2521041_2105","意识形态工作如何凝民心聚共识——习近平总书记关于意识形态工作重要讲话精神解读（下）","刘春","",35,"专家讲授精制视频","本课程是《意识形态工作如何凝民心聚共识——习近平总书记关于意识形态工作重要讲话精神解读》系列课程的下部分，由中央党校研究生院原副院长、教授刘春主讲，主要内容是：新时代必须大力加强党的意识形态工作。",2021.4,"e9217caa-a065-5901-924e-e060e7ec0d0a","意识形态工作如何凝民心聚共识——习近平总书记关于意识形态工作重要讲话精神解读（下）","政治理论"
"基层党务工作","群众工作方法","mass-work","HGC89N2021065_2107","新民主主义革命时期中国共产党应对突发事件的启示（上）","张弘","",37,"精品三分屏","本课程是《新民主主义革命时期中国共产党应对突发事件的启示》系列课程的上半部分，由中国社会科学院研究员、博士生导师张弘主讲，主要内容有：一、什么是新民主主义革命；二、中国共产党在新民主主义时期经历的突发",2021.6,"","",""
"基层党务工作","群众工作方法","mass-work","HGC89N2121065_2107","新民主主义革命时期中国共产党应对突发事件的启示（下）","张弘","",27,"精品三分屏","本课程是《新民主主义革命时期中国共产党应对突发事件的启示》系列课程的下半部分，由中国社会科学院研究员、博士生导师张弘主讲，主要内容是中国共产党关于“九·一八”事变的应对。",2021.6,"","",""
"基层党务工作","群众工作方法","mass-work","NGC89T2921095_2110","南梁精神是践行党的群众路线的光辉典范","曹峰","",37,"融课","本课程是《南梁精神是践行党的群众路线的光辉典范》由枣园革命旧址副主任曹峰主讲，主要讲述了南梁精神的内涵和形成；刘志丹、谢子长、习仲勋等西北革命根据地创始人的革命经历以及西北革命斗争的简要过程；践行党的",2021.9,"","",""
"基层党务工作","群众工作方法","mass-work","HGC90I4421045_2104","切实增进民生福祉，努力改善人民生活品质——做好2021年民生工作（上）","丁元竹","",31,"精品三分屏","本课程是《切实增进民生福祉，努力改善人民生活品质——做好2021年民生工作》系列课程的上半部分，由中央党校（国家行政学院）社会和生态文明教研部副主任、教授丁元竹主讲，主要内容有：一、做好2021年民生",2021.4,"","",""
"基层党务工作","群众工作方法","mass-work","HGC90I4521045_2104","切实增进民生福祉，努力改善人民生活品质——做好2021年民生工作（下）","丁元竹","",35,"精品三分屏","本课程是《切实增进民生福祉，努力改善人民生活品质——做好2021年民生工作》系列课程的下半部分，由中央党校（国家行政学院）社会和生态文明教研部副主任、教授丁元竹主讲，主要内容有：二、增进民生福祉的基本",2021.4,"","",""
"基层党务工作","群众工作方法","mass-work","HGC91N3221075_2107","加快国防和军队现代化是实现中华民族伟大复兴的战略支撑（上）","于连坤","",27,"精品三分屏","本课程是《加快国防和军队现代化是实现中华民族伟大复兴的战略支撑》系列课程的上半部分，由国防大学教授、博导、著名国防经济学家于连坤主讲，主要内容有包括一、强国必须强军：历史经验和教训；二、实现民族复兴：",2021.7,"","",""
"基层党务工作","群众工作方法","mass-work","HGC91N3321075_2107","加快国防和军队现代化是实现中华民族伟大复兴的战略支撑（下）","于连坤","",27,"精品三分屏","本课程是《加快国防和军队现代化是实现中华民族伟大复兴的战略支撑》系列课程的下半部分，由国防大学教授、博导、著名国防经济学家于连坤主讲，主要内容有包括：美国对华焦虑情绪的形成过程；美国的焦虑感将越发强烈",2021.7,"","",""
"基层党务工作","群众工作方法","mass-work","HGC91I4021075_2107","从民族复兴的历史规律中把握党的百年奋斗历程（上）","曹鹏飞","",26,"精品三分屏","本课程是《从民族复兴的历史规律中把握党的百年奋斗历程》系列课程的上半部分，由中央党校（国家行政学院）党的建设教研部教授曹鹏飞主讲，主要讲述了中国历史进程中党的诞生这一话题。",2021.7,"","",""
"基层党务工作","群众工作方法","mass-work","HGC91I4121075_2107","从民族复兴的历史规律中把握党的百年奋斗历程（下）","曹鹏飞","",31,"精品三分屏","本课程是《从民族复兴的历史规律中把握党的百年奋斗历程》系列课程的下半部分，由中央党校（国家行政学院）党的建设教研部教授曹鹏飞主讲，主要讲述了中国共产党在民族复兴进程中的发展、中国共产党在民族复兴进程中",2021.7,"","",""
"基层党务工作","群众工作方法","mass-work","NGC91I4321085_2108","新时代中国共产党领导实现中华民族伟大复兴的政治宣言和行动指南（上）","宋福范","",39,"专家讲授精制视频","本课程是《新时代中国共产党领导实现中华民族伟大复兴的政治宣言和行动指南》系列课程的第一部分，由中央党校（国家行政学院）党的建设教研部副主任宋福范教授主讲，重点对党的诞生及意义这一话题进行了阐述。",2021.8,"","",""
"基层党务工作","群众工作方法","mass-work","NGC91I4421085_2108","新时代中国共产党领导实现中华民族伟大复兴的政治宣言和行动指南（中）","宋福范","",42,"专家讲授精制视频","本课程是《新时代中国共产党领导实现中华民族伟大复兴的政治宣言和行动指南》系列课程的第二部分，由中央党校（国家行政学院）党的建设教研部副主任宋福范教授主讲，重点对党的诞生及意义、党的奋斗及成就等话题进行",2021.8,"","",""
"基层党务工作","群众工作方法","mass-work","NGC91I4521085_2108","新时代中国共产党领导实现中华民族伟大复兴的政治宣言和行动指南（下）","宋福范","",38,"专家讲授精制视频","本课程是《新时代中国共产党领导实现中华民族伟大复兴的政治宣言和行动指南》系列课程的第三部分，由中央党校（国家行政学院）党的建设教研部副主任宋福范教授主讲，重点对党的奋斗及成就、党的经验及启示等话题进行",2021.8,"","",""
"基层党务工作","群众工作方法","mass-work","NGC95I3322105_2210","发展全过程人民民主，保障人民当家作主——党的二十大报告解读（上）","张学博","",29,"专家讲授精制视频","党的二十大报告明确指出，要发展全过程人民民主，保障人民当家作主。全过程人民民主是社会主义民主政治的本质属性，是最广泛、最真实、最管用的民主。必须坚定不移走中国特色社会主义政治发展道路，坚持党的领导、人",2022.10,"92bdc24f-8252-5a4e-a8b7-87445167b9c0","发展全过程人民民主，保障人民当家作主——党的二十大报告解读（上）","政治理论"
"基层党务工作","群众工作方法","mass-work","NGC95I3422105_2210","发展全过程人民民主，保障人民当家作主——党的二十大报告解读（中）","张学博","",28,"专家讲授精制视频","党的二十大报告明确指出，要发展全过程人民民主，保障人民当家作主。全过程人民民主是社会主义民主政治的本质属性，是最广泛、最真实、最管用的民主。必须坚定不移走中国特色社会主义政治发展道路，坚持党的领导、人",2022.10,"6d827e7f-afe0-5c69-84c2-355a94eeb4f0","发展全过程人民民主，保障人民当家作主——党的二十大报告解读（中）","政治理论"
"基层党务工作","群众工作方法","mass-work","NGC95I3522105_2210","发展全过程人民民主，保障人民当家作主——党的二十大报告解读（下）","张学博","",28,"专家讲授精制视频","党的二十大报告明确指出，要发展全过程人民民主，保障人民当家作主。全过程人民民主是社会主义民主政治的本质属性，是最广泛、最真实、最管用的民主。必须坚定不移走中国特色社会主义政治发展道路，坚持党的领导、人",2022.10,"dbd5c321-2fc7-5f81-8883-c61b2fac1541","发展全过程人民民主，保障人民当家作主——党的二十大报告解读（下）","政治理论"
"基层党务工作","群众工作方法","mass-work","NGC95I1322115_2211","增进民生福祉，提高人民生活品质——党的二十大报告解读（上）","王小广","",33,"专家讲授精制视频","党的二十大报告指出，要增进民生福祉，提高人民生活品质。治国有常，利民为本。为民造福是立党为公、执政为民的本质要求。我们必须坚持在发展中保障和改善民生，鼓励共同奋斗创造美好生活，不断实现人民对美好生活的",2022.11,"","",""
"基层党务工作","群众工作方法","mass-work","NGC95I1422115_2211","增进民生福祉，提高人民生活品质——党的二十大报告解读（下）","王小广","",34,"专家讲授精制视频","党的二十大报告指出，要增进民生福祉，提高人民生活品质。治国有常，利民为本。为民造福是立党为公、执政为民的本质要求。我们必须坚持在发展中保障和改善民生，鼓励共同奋斗创造美好生活，不断实现人民对美好生活的",2022.11,"","",""
"基层党务工作","群众工作方法","mass-work","NGC95I3722115_2211","以中国式现代化推进中华民族伟大复兴（上）","李双套","",41,"专家讲授精制视频","党的二十大报告指出，从现在起，中国共产党的中心任务就是团结带领全国各族人民全面建成社会主义现代化强国、实现第二个百年奋斗目标，以中国式现代化全面推进中华民族伟大复兴。这一重要论述，把中国共产党的中心任",2022.11,"","",""
"基层党务工作","群众工作方法","mass-work","NGC95I3822115_2211","以中国式现代化推进中华民族伟大复兴（下）","李双套","",35,"专家讲授精制视频","党的二十大报告指出，从现在起，中国共产党的中心任务就是团结带领全国各族人民全面建成社会主义现代化强国、实现第二个百年奋斗目标，以中国式现代化全面推进中华民族伟大复兴。这一重要论述，把中国共产党的中心任",2022.11,"","",""
"基层党务工作","群众工作方法","mass-work","NGC95I3922115_2211","推进文化自信自强，铸就社会主义文化新辉煌（上）","王学斌","",29,"专家讲授精制视频","党的二十大报告指出，全面建设社会主义现代化国家，必须坚持中国特色社会主义文化发展道路，增强文化自信，围绕举旗帜、聚民心、育新人、兴文化、展形象建设社会主义文化强国，发展面向现代化、面向世界、面向未来的",2022.11,"","",""
"基层党务工作","群众工作方法","mass-work","NGC95I4022115_2211","推进文化自信自强，铸就社会主义文化新辉煌（下）","王学斌","",31,"专家讲授精制视频","党的二十大报告指出，全面建设社会主义现代化国家，必须坚持中国特色社会主义文化发展道路，增强文化自信，围绕举旗帜、聚民心、育新人、兴文化、展形象建设社会主义文化强国，发展面向现代化、面向世界、面向未来的",2022.11,"","",""
"基层党务工作","群众工作方法","mass-work","NGC95I1422115_2212","要在发展中保障和改善好民生（上）","青连斌","",28,"专家讲授精制视频","党的二十大报告提出，必须坚持在发展中保障和改善民生。围绕这个主题，中国社会保障学会养老服务分会会长青连斌在课程中分析了保障和改善民生已经站在新的历史起点这个论断，讲解了更好保障和改善民生的新要求。",2022.11,"","",""
"基层党务工作","群众工作方法","mass-work","NGC95I1522115_2212","要在发展中保障和改善好民生（下）","青连斌","",22,"专家讲授精制视频","党的二十大报告提出，必须坚持在发展中保障和改善民生。围绕这个主题，中国社会保障学会养老服务分会会长青连斌在课程中详细讲解了更好保障和改善民生的重大战略举措。",2022.11,"","",""
"基层党务工作","群众工作方法","mass-work","NGC95I3322125_2212","传承红色基因，始终保持同人民群众的血肉联系（上）","石国亮","",26,"专家讲授精制视频","红色基因是中国共产党在长期奋斗中淬炼出的精神品质和优良作风，是我们党区别于其他一切阶级政党的鲜明标识和政治优势。红色基因是共产党人永葆本色的生命密码。是中国共产党人的精神内核，是中华民族的精神纽带。红",2022.12,"","",""
"基层党务工作","群众工作方法","mass-work","NGC95I3422125_2212","传承红色基因，始终保持同人民群众的血肉联系（下）","石国亮","",29,"专家讲授精制视频","红色基因是中国共产党在长期奋斗中淬炼出的精神品质和优良作风，是我们党区别于其他一切阶级政党的鲜明标识和政治优势。红色基因是共产党人永葆本色的生命密码。是中国共产党人的精神内核，是中华民族的精神纽带。红",2022.12,"","",""
"基层党务工作","群众工作方法","mass-work","NGC95I3522125_2212","从党的二十大看以中国式现代化全面推进中华民族伟大复兴（上）","郝永平","",22,"专家讲授精制视频","党的二十大报告指出，在新中国成立特别是改革开放以来长期探索和实践基础上，经过十八大以来在理论和实践上的创新突破，我们党成功推进和拓展了中国式现代化。中国式现代化，是中国共产党领导的社会主义现代化，既有",2022.12,"","",""
"基层党务工作","群众工作方法","mass-work","NGC95I3622125_2212","从党的二十大看以中国式现代化全面推进中华民族伟大复兴（下）","郝永平","",27,"专家讲授精制视频","党的二十大报告指出，在新中国成立特别是改革开放以来长期探索和实践基础上，经过十八大以来在理论和实践上的创新突破，我们党成功推进和拓展了中国式现代化。中国式现代化，是中国共产党领导的社会主义现代化，既有",2022.12,"","",""
"基层党务工作","群众工作方法","mass-work","NGC95I3822125_2301","学习贯彻党的二十大精神，自信自强推进中华民族伟大复兴（上）","唐任伍","",26,"专家讲授精制视频","党的二十大报告指出，今天，我们比历史上任何时期都更接近、更有信心和能力实现中华民族伟大复兴的目标，这充分体现了中国人民的自信心。迈上新时代新征程，我们更要自信自强、踔厉奋发，为全面建设社会主义现代化国",2022.12,"","",""
"基层党务工作","群众工作方法","mass-work","NGC95I3922125_2301","学习贯彻党的二十大精神，自信自强推进中华民族伟大复兴（下）","唐任伍","",26,"专家讲授精制视频","党的二十大报告指出，今天，我们比历史上任何时期都更接近、更有信心和能力实现中华民族伟大复兴的目标，这充分体现了中国人民的自信心。迈上新时代新征程，我们更要自信自强、踔厉奋发，为全面建设社会主义现代化国",2022.12,"","",""
"基层党务工作","群众工作方法","mass-work","NGC96I4423035_2303","保障基本民生和发展社会事业，把发展成果不断转化为生活品质（上）","丁元竹","",42,"专家讲授精制视频","民生连着民心，2023年《政府工作报告》明确提出，“保障基本民生和发展社会事业”是工作重点之一。习近平总书记在全国两会上参加江苏代表团审议时强调，“必须以满足人民日益增长的美好生活需要为出发点和落脚点",2023.3,"","",""
"基层党务工作","群众工作方法","mass-work","NGC96I4523035_2303","保障基本民生和发展社会事业，把发展成果不断转化为生活品质（中）","丁元竹","",35,"专家讲授精制视频","民生连着民心，2023年《政府工作报告》明确提出，“保障基本民生和发展社会事业”是工作重点之一。习近平总书记在全国两会上参加江苏代表团审议时强调，“必须以满足人民日益增长的美好生活需要为出发点和落脚点",2023.3,"","",""
"基层党务工作","群众工作方法","mass-work","NGC96I4623035_2303","保障基本民生和发展社会事业，把发展成果不断转化为生活品质（下）","丁元竹","",42,"专家讲授精制视频","民生连着民心，2023年《政府工作报告》明确提出，“保障基本民生和发展社会事业”是工作重点之一。习近平总书记在全国两会上参加江苏代表团审议时强调，“必须以满足人民日益增长的美好生活需要为出发点和落脚点",2023.3,"","",""
"基层党务工作","群众工作方法","mass-work","NGC97I4023115_2311","坚持以习近平文化思想为指引，切实担负起新时代新的文化使命（一）","范玉刚","",31,"专家讲授精制视频","党的十八大以来，以习近平同志为核心的党中央从全局和战略高度，对宣传思想文化工作作出系统谋划和部署，推动新时代宣传思想文化事业取得历史性成就，意识形态领域形势发生全局性、根本性转变，全党全国各族人民文化",2023.11,"5f8a96c7-5138-55dd-b0a3-cf68b651c29c","坚持以习近平文化思想为指引，切实担负起新时代新的文化使命（一）","政治理论"
"基层党务工作","群众工作方法","mass-work","NGC97I4123115_2311","坚持以习近平文化思想为指引，切实担负起新时代新的文化使命（二）","范玉刚","",29,"专家讲授精制视频","党的十八大以来，以习近平同志为核心的党中央从全局和战略高度，对宣传思想文化工作作出系统谋划和部署，推动新时代宣传思想文化事业取得历史性成就，意识形态领域形势发生全局性、根本性转变，全党全国各族人民文化",2023.11,"ae6f5b54-223f-5ead-8af4-3616b933fdbd","坚持以习近平文化思想为指引，切实担负起新时代新的文化使命（二）","政治理论"
"基层党务工作","群众工作方法","mass-work","NGC97I4223115_2311","坚持以习近平文化思想为指引，切实担负起新时代新的文化使命（三）","范玉刚","",30,"专家讲授精制视频","党的十八大以来，以习近平同志为核心的党中央从全局和战略高度，对宣传思想文化工作作出系统谋划和部署，推动新时代宣传思想文化事业取得历史性成就，意识形态领域形势发生全局性、根本性转变，全党全国各族人民文化",2023.11,"c8eca280-761e-55b5-8ad6-637653617741","坚持以习近平文化思想为指引，切实担负起新时代新的文化使命（三）","政治理论"
"基层党务工作","群众工作方法","mass-work","NGC97I4323115_2311","坚持以习近平文化思想为指引，切实担负起新时代新的文化使命（四）","范玉刚","",28,"专家讲授精制视频","党的十八大以来，以习近平同志为核心的党中央从全局和战略高度，对宣传思想文化工作作出系统谋划和部署，推动新时代宣传思想文化事业取得历史性成就，意识形态领域形势发生全局性、根本性转变，全党全国各族人民文化",2023.11,"9e0627d3-6517-5405-8455-41f8b7ee8d27","坚持以习近平文化思想为指引，切实担负起新时代新的文化使命（四）","政治理论"
"基层党务工作","群众工作方法","mass-work","NGC97I2324025_2402","凝聚文化的力量，引领现代文明建设（上）","王学斌","",28,"专家讲授精制视频","文化是历史的血脉，积淀着一个民族最深沉的精神追求，是国家强盛、民族复兴的重要支撑。中华优秀传统文化是中华文明的智慧结晶和精华所在，构成中华民族独有的精神标识，为我们走向未来、开拓创新提供了强大的支撑。",2024.2,"","",""
"基层党务工作","群众工作方法","mass-work","NGC97I2424025_2402","凝聚文化的力量，引领现代文明建设（下）","王学斌","",31,"专家讲授精制视频","文化是历史的血脉，积淀着一个民族最深沉的精神追求，是国家强盛、民族复兴的重要支撑。中华优秀传统文化是中华文明的智慧结晶和精华所在，构成中华民族独有的精神标识，为我们走向未来、开拓创新提供了强大的支撑。",2024.2,"","",""
"基层党务工作","群众工作方法","mass-work","NGC97I3125015_2501","习近平新时代中国特色社会主义思想是中华文化和中国精神的时代精华","韩强","",29,"专家讲授精制视频","中华文化孕育了中国精神，中国精神滋养了中华文化，习近平新时代中国特色社会主义思想是当代中国马克思主义、二十一世纪马克思主义，是中华文化和中国精神的时代精华。所谓中华文化和中国精神的时代精华，就是中华文",2025.1,"45e83dbe-5ebf-51d7-9e1d-ad524e1e58d7","习近平新时代中国特色社会主义思想","政治理论"
"基层党务工作","群众工作方法","mass-work","NGC97N3525065_2506","习近平总书记关于文化建设的重要论述（上）","孙亮","",33,"专家讲授精制视频","一个国家、一个民族的强盛，总是以文化兴盛为支撑的。没有社会主义文化繁荣发展，就没有社会主义现代化。党的十八大以来，习近平总书记高度重视推动文化繁荣、建设文化强国，发表一系列重要讲话，作出一系列重要指示",2025.6,"","",""
"基层党务工作","群众工作方法","mass-work","NGC97N3625065_2506","习近平总书记关于文化建设的重要论述（下）","孙亮","",34,"专家讲授精制视频","一个国家、一个民族的强盛，总是以文化兴盛为支撑的。没有社会主义文化繁荣发展，就没有社会主义现代化。党的十八大以来，习近平总书记高度重视推动文化繁荣、建设文化强国，发表一系列重要讲话，作出一系列重要指示",2025.6,"","",""
"基层党务工作","群众工作方法","mass-work","NGC97I3425085_2508","深入学习贯彻习近平总书记关于年轻干部健康成长的重要论述（上）","赵雷","",43,"专家讲授精制视频","年轻干部健康成长关系党和人民事业后继有人，是推动党和国家事业发展的重要力量。党的十八大以来，习近平总书记多次强调培养年轻干部的重要性，要求各级党组织要以高度的政治责任感、历史使命感抓好后继有人这个根本",2025.8,"","",""
"基层党务工作","群众工作方法","mass-work","NGC97I3525085_2508","深入学习贯彻习近平总书记关于年轻干部健康成长的重要论述（下）","赵雷","",43,"专家讲授精制视频","年轻干部健康成长关系党和人民事业后继有人，是推动党和国家事业发展的重要力量。党的十八大以来，习近平总书记多次强调培养年轻干部的重要性，要求各级党组织要以高度的政治责任感、历史使命感抓好后继有人这个根本",2025.8,"","",""
